connection,member_tag,type,demand_kip_or_kipft,note
beam-end @ 300302/300402,416,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300402/300502,417,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300003/300103,418,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300103/300203,419,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300203/300303,420,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300303/300403,421,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300403/300503,422,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300004/300104,423,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300104/300204,424,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300204/300304,425,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300304/300404,426,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300404/300504,427,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300000/300001,428,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300001/300002,429,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300002/300003,430,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300003/300004,431,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300100/300101,432,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300101/300102,433,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300102/300103,434,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300103/300104,435,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300200/300201,436,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300201/300202,437,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300202/300203,438,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300203/300204,439,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300300/300301,440,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300301/300302,441,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300302/300303,442,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300303/300304,443,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300400/300401,444,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300401/300402,445,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300402/300403,446,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300403/300404,447,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300500/300501,448,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300501/300502,449,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300502/300503,450,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300503/300504,451,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400000/400100,452,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400100/400200,453,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400200/400300,454,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400300/400400,455,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400400/400500,456,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400001/400101,457,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400101/400201,458,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400201/400301,459,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400301/400401,460,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400401/400501,461,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400002/400102,462,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400102/400202,463,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400202/400302,464,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400302/400402,465,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400402/400502,466,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400003/400103,467,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400103/400203,468,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400203/400303,469,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400303/400403,470,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400403/400503,471,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400004/400104,472,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400104/400204,473,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400204/400304,474,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400304/400404,475,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400404/400504,476,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400000/400001,477,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400001/400002,478,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400002/400003,479,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400003/400004,480,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400100/400101,481,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400101/400102,482,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400102/400103,483,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400103/400104,484,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400200/400201,485,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400201/400202,486,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400202/400203,487,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400203/400204,488,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400300/400301,489,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400301/400302,490,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400302/400303,491,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400303/400304,492,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400400/400401,493,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400401/400402,494,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400402/400403,495,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400403/400404,496,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400500/400501,497,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400501/400502,498,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400502/400503,499,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400503/400504,500,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500000/500100,501,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500100/500200,502,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500200/500300,503,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500300/500400,504,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500400/500500,505,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500001/500101,506,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500101/500201,507,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500201/500301,508,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500301/500401,509,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500401/500501,510,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500002/500102,511,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500102/500202,512,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500202/500302,513,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500302/500402,514,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500402/500502,515,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500003/500103,516,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500103/500203,517,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500203/500303,518,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500303/500403,519,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500403/500503,520,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500004/500104,521,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500104/500204,522,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500204/500304,523,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500304/500404,524,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500404/500504,525,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500000/500001,526,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500001/500002,527,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500002/500003,528,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500003/500004,529,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500100/500101,530,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500101/500102,531,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500102/500103,532,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500103/500104,533,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500200/500201,534,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500201/500202,535,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500202/500203,536,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500203/500204,537,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500300/500301,538,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500301/500302,539,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500302/500303,540,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500303/500304,541,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500400/500401,542,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500401/500402,543,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500402/500403,544,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500403/500404,545,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500500/500501,546,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500501/500502,547,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500502/500503,548,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500503/500504,549,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600000/600100,550,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600100/600200,551,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600200/600300,552,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600300/600400,553,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600400/600500,554,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600001/600101,555,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600101/600201,556,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600201/600301,557,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600301/600401,558,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600401/600501,559,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600002/600102,560,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600102/600202,561,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600202/600302,562,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600302/600402,563,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600402/600502,564,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600003/600103,565,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600103/600203,566,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600203/600303,567,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600303/600403,568,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600403/600503,569,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600004/600104,570,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600104/600204,571,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600204/600304,572,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600304/600404,573,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600404/600504,574,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600000/600001,575,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600001/600002,576,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600002/600003,577,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600003/600004,578,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600100/600101,579,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
