connection,member_tag,type,demand_kip_or_kipft,note
beam-end @ 300401/300402,374,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300402/300403,375,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300403/300404,376,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300500/300501,377,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300501/300502,378,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300502/300503,379,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300503/300504,380,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300600/300601,381,shear (+moment if MF),"V=116.1 kip, M=1204.5 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300601/300602,382,shear (+moment if MF),"V=116.1 kip, M=1278.5 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300602/300603,383,shear (+moment if MF),"V=116.1 kip, M=1281.2 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 300603/300604,384,shear (+moment if MF),"V=116.1 kip, M=1191.4 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400000/400100,385,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400100/400200,386,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400200/400300,387,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400300/400400,388,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400400/400500,389,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400500/400600,390,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400001/400101,391,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400101/400201,392,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400201/400301,393,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400301/400401,394,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400401/400501,395,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400501/400601,396,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400002/400102,397,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400102/400202,398,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400202/400302,399,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400302/400402,400,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400402/400502,401,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400502/400602,402,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400003/400103,403,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400103/400203,404,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400203/400303,405,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400303/400403,406,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400403/400503,407,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400503/400603,408,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400004/400104,409,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400104/400204,410,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400204/400304,411,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400304/400404,412,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400404/400504,413,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400504/400604,414,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400000/400001,415,shear (+moment if MF),"V=116.1 kip, M=952.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400001/400002,416,shear (+moment if MF),"V=116.1 kip, M=1032.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400002/400003,417,shear (+moment if MF),"V=116.1 kip, M=1030.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400003/400004,418,shear (+moment if MF),"V=116.1 kip, M=964.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400100/400101,419,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400101/400102,420,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400102/400103,421,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400103/400104,422,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400200/400201,423,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400201/400202,424,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400202/400203,425,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400203/400204,426,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400300/400301,427,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400301/400302,428,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400302/400303,429,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400303/400304,430,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400400/400401,431,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400401/400402,432,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400402/400403,433,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400403/400404,434,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400500/400501,435,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400501/400502,436,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400502/400503,437,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400503/400504,438,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400600/400601,439,shear (+moment if MF),"V=116.1 kip, M=964.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400601/400602,440,shear (+moment if MF),"V=116.1 kip, M=1030.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400602/400603,441,shear (+moment if MF),"V=116.1 kip, M=1032.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 400603/400604,442,shear (+moment if MF),"V=116.1 kip, M=952.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500000/500100,443,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500100/500200,444,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500200/500300,445,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500300/500400,446,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500400/500500,447,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500500/500600,448,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500001/500101,449,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500101/500201,450,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500201/500301,451,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500301/500401,452,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500401/500501,453,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500501/500601,454,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500002/500102,455,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500102/500202,456,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500202/500302,457,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500302/500402,458,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500402/500502,459,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500502/500602,460,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500003/500103,461,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500103/500203,462,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500203/500303,463,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500303/500403,464,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500403/500503,465,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500503/500603,466,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500004/500104,467,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500104/500204,468,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500204/500304,469,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500304/500404,470,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500404/500504,471,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500504/500604,472,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500000/500001,473,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500001/500002,474,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500002/500003,475,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500003/500004,476,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500100/500101,477,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500101/500102,478,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500102/500103,479,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500103/500104,480,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500200/500201,481,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500201/500202,482,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500202/500203,483,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500203/500204,484,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500300/500301,485,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500301/500302,486,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500302/500303,487,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500303/500304,488,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500400/500401,489,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500401/500402,490,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500402/500403,491,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500403/500404,492,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500500/500501,493,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500501/500502,494,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500502/500503,495,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500503/500504,496,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500600/500601,497,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500601/500602,498,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500602/500603,499,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 500603/500604,500,shear (+moment if MF),"V=116.1 kip, M=870.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600000/600100,501,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600100/600200,502,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600200/600300,503,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600300/600400,504,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600400/600500,505,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600500/600600,506,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600001/600101,507,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600101/600201,508,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600201/600301,509,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600301/600401,510,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600401/600501,511,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600501/600601,512,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600002/600102,513,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600102/600202,514,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600202/600302,515,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600302/600402,516,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600402/600502,517,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600502/600602,518,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600003/600103,519,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600103/600203,520,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600203/600303,521,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600303/600403,522,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600403/600503,523,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600503/600603,524,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600004/600104,525,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600104/600204,526,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600204/600304,527,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600304/600404,528,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600404/600504,529,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600504/600604,530,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600000/600001,531,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600001/600002,532,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600002/600003,533,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600003/600004,534,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600100/600101,535,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600101/600102,536,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600102/600103,537,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
